SPREFID,USUBJID,SEX,MISPEC,MISEVTXT,MISEV,MIORRES,MIRESCAT,MIDY,trial_set_description
T103925-0,T103925-0-0075,F,"GLAND, HARDERIAN","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,STOMACH,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"GLAND, THYROID",MILD,2,ATROPHY,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0075,F,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,SKIN,"",,,,31,CG
T103925-0,T103925-0-0075,F,KIDNEY,MINIMAL,1,BASOPHILIA,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0075,F,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,LARYNX,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,UTERUS,MINIMAL,1,APOPTOSIS,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0075,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,LIVER,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0075,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,SKIN,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,EYE,MINIMAL,1,ATROPHY,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"GLAND, ADRENAL",MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,URETER,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,THYMUS,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, SALIVARY, SUBLINGUAL","",,,,31,CG
T103925-0,T103925-0-0076,F,HEART,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,SKIN,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,LUNG,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,TRACHEA,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,SPLEEN,MINIMAL,1,EXTRAMEDULLARY HEMATOPOIESIS,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,PANCREAS,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,LIVER,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,LIVER,MINIMAL,1,ACCUMULATION,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,TONGUE,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, HARDERIAN",MILD,2,ACCUMULATION,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, THYROID",MINIMAL,1,ECTOPIC TISSUE,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,UTERUS,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"LARGE INTESTINE, CECUM",MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,OVIDUCT,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,STOMACH,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,KIDNEY,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,BRAIN,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,OVARY,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, PITUITARY","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,LARYNX,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,PEYER'S PATCH,"",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,URINARY BLADDER,"",,ARTIFACT,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0076,F,VAGINA,"",,Cycle Diestrus,NON-NEOPLASTIC,31,CG
T103925-0,T103925-0-0076,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103925-0,T103925-0-0013,M,SPLEEN,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"LYMPH NODE, MESENTERIC",MINIMAL,1,ACCUMULATION,NON-NEOPLASTIC,57,CG
T103925-0,T103925-0-0013,M,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"ARTERY, AORTA","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,THYMUS,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,ESOPHAGUS,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,TRACHEA,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,LIVER,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,STOMACH,"",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0013,M,"GLAND, THYROID","",,UNREMARKABLE,,57,CG
T103925-0,T103925-0-0003,M,THYMUS,MINIMAL,1,CYST,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"BONE, STERNUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,BRAIN,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,PANCREAS,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,EYE,MINIMAL,1,ATROPHY,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,LUNG,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,URETER,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"BONE, FEMUR","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, ADRENAL","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,KIDNEY,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,LARYNX,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,TRACHEA,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, LACRIMAL",MINIMAL,1,ATROPHY,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"NERVE, SCIATIC","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, MAMMARY","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,ESOPHAGUS,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,SKIN,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,SKIN,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,TESTIS,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,EPIDIDYMIS,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, PITUITARY","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"NERVE, OPTIC",MINIMAL,1,HEMORRHAGE,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"NERVE, OPTIC",MINIMAL,1,INFLAMMATION,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,STOMACH,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,URINARY BLADDER,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,HEART,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"ARTERY, AORTA",MINIMAL,1,VACUOLATION,NON-NEOPLASTIC,30,CG
T103925-0,T103925-0-0003,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,PEYER'S PATCH,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, COAGULATING","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,LIVER,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,SPINAL CORD,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,SPLEEN,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, THYROID","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,TONGUE,"",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, PROSTATE","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,30,CG
T103925-0,T103925-0-0003,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,30,CG
T103241-1,T103241-1-0036,M,EPIDIDYMIS,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, LACRIMAL","",,,,29,CG
T103241-1,T103241-1-0036,M,HEART,"",,,,29,CG
T103241-1,T103241-1-0036,M,TONGUE,"",,,,29,CG
T103241-1,T103241-1-0036,M,WHOLE ANIMAL,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, SALIVARY","",,,,29,CG
T103241-1,T103241-1-0036,M,TESTIS,"",,,,29,CG
T103241-1,T103241-1-0036,M,SPLEEN,"",,,,29,CG
T103241-1,T103241-1-0036,M,KIDNEY,"",,,,29,CG
T103241-1,T103241-1-0036,M,"LARGE INTESTINE, COLON","",,,,29,CG
T103241-1,T103241-1-0036,M,"LYMPH NODE, MANDIBULAR","",,,,29,CG
T103241-1,T103241-1-0036,M,PANCREAS,"",,,,29,CG
T103241-1,T103241-1-0036,M,"LARGE INTESTINE, RECTUM","",,,,29,CG
T103241-1,T103241-1-0036,M,"NERVE, SCIATIC","",,,,29,CG
T103241-1,T103241-1-0036,M,URETHRA,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, COAGULATING","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, PITUITARY","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, SALIVARY, PAROTID","",,,,29,CG
T103241-1,T103241-1-0036,M,"LYMPH NODE, MESENTERIC","",,,,29,CG
T103241-1,T103241-1-0036,M,ESOPHAGUS,"",,,,29,CG
T103241-1,T103241-1-0036,M,"BONE, STERNUM","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, HARDERIAN","",,,,29,CG
T103241-1,T103241-1-0036,M,HEAD,"",,,,29,CG
T103241-1,T103241-1-0036,M,LARGE INTESTINE,"",,,,29,CG
T103241-1,T103241-1-0036,M,SKIN,"",,,,29,CG
T103241-1,T103241-1-0036,M,"SMALL INTESTINE, DUODENUM","",,,,29,CG
T103241-1,T103241-1-0036,M,TONSIL,"",,,,29,CG
T103241-1,T103241-1-0036,M,"BONE, FEMUR","",,,,29,CG
T103241-1,T103241-1-0036,M,EYELID,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, ADRENAL","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, SALIVARY, SUBLINGUAL","",,,,29,CG
T103241-1,T103241-1-0036,M,LIVER,"",,,,29,CG
T103241-1,T103241-1-0036,M,NOSE,"",,,,29,CG
T103241-1,T103241-1-0036,M,EYE,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, PARATHYROID","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, ZYMBAL","",,,,29,CG
T103241-1,T103241-1-0036,M,"ARTERY, AORTA","",,,,29,CG
T103241-1,T103241-1-0036,M,"NERVE, OPTIC","",,,,29,CG
T103241-1,T103241-1-0036,M,SKIN,"",,,,29,CG
T103241-1,T103241-1-0036,M,TRACHEA,"",,,,29,CG
T103241-1,T103241-1-0036,M,URINARY BLADDER,"",,,,29,CG
T103241-1,T103241-1-0036,M,"BONE MARROW, STERNUM","",,,,29,CG
T103241-1,T103241-1-0036,M,"LARGE INTESTINE, CECUM","",,,,29,CG
T103241-1,T103241-1-0036,M,"MUSCLE, SKELETAL","",,,,29,CG
T103241-1,T103241-1-0036,M,SKIN/SUBCUTIS,"",,,,29,CG
T103241-1,T103241-1-0036,M,"SMALL INTESTINE, ILEUM","",,,,29,CG
T103241-1,T103241-1-0036,M,BRAIN,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, PROSTATE","",,,,29,CG
T103241-1,T103241-1-0036,M,LARYNX,"",,,,29,CG
T103241-1,T103241-1-0036,M,PHARYNX,"",,,,29,CG
T103241-1,T103241-1-0036,M,SMALL INTESTINE,"",,,,29,CG
T103241-1,T103241-1-0036,M,"BONE MARROW, FEMUR","",,,,29,CG
T103241-1,T103241-1-0036,M,PEYER'S PATCH,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, THYROID","",,,,29,CG
T103241-1,T103241-1-0036,M,SPINAL CORD,"",,,,29,CG
T103241-1,T103241-1-0036,M,URETER,"",,,,29,CG
T103241-1,T103241-1-0036,M,BODY CAVITY,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, SEMINAL VESICLE","",,,,29,CG
T103241-1,T103241-1-0036,M,"SMALL INTESTINE, JEJUNUM","",,,,29,CG
T103241-1,T103241-1-0036,M,STOMACH,"",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, MAMMARY","",,,,29,CG
T103241-1,T103241-1-0036,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,,,29,CG
T103241-1,T103241-1-0036,M,LUNG,"",,,,29,CG
T103241-1,T103241-1-0036,M,"LYMPH NODE, ILIAC","",,,,29,CG
T103241-1,T103241-1-0036,M,THYMUS,"",,,,29,CG
T103241-1,T103241-1-0068,F,"ARTERY, AORTA","",,,,30,CG
T103241-1,T103241-1-0068,F,"LARGE INTESTINE, COLON","",,,,30,CG
T103241-1,T103241-1-0068,F,OVIDUCT,"",,,,30,CG
T103241-1,T103241-1-0068,F,"BONE MARROW, STERNUM","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, LACRIMAL","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, THYROID","",,,,30,CG
T103241-1,T103241-1-0068,F,OVARY,"",,,,30,CG
T103241-1,T103241-1-0068,F,PANCREAS,"",,,,30,CG
T103241-1,T103241-1-0068,F,THYMUS,"",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, ADRENAL","",,,,30,CG
T103241-1,T103241-1-0068,F,"NERVE, OPTIC","",,,,30,CG
T103241-1,T103241-1-0068,F,TONGUE,"",,,,30,CG
T103241-1,T103241-1-0068,F,ESOPHAGUS,"",,,,30,CG
T103241-1,T103241-1-0068,F,BRAIN,"",,,,30,CG
T103241-1,T103241-1-0068,F,LIVER,"",,,,30,CG
T103241-1,T103241-1-0068,F,"SMALL INTESTINE, JEJUNUM","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, MAMMARY","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, SALIVARY","",,,,30,CG
T103241-1,T103241-1-0068,F,WHOLE ANIMAL,"",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, SALIVARY, PAROTID","",,,,30,CG
T103241-1,T103241-1-0068,F,SKIN/SUBCUTIS,"",,,,30,CG
T103241-1,T103241-1-0068,F,EYELID,"",,,,30,CG
T103241-1,T103241-1-0068,F,"LYMPH NODE, MESENTERIC","",,,,30,CG
T103241-1,T103241-1-0068,F,SKIN,"",,,,30,CG
T103241-1,T103241-1-0068,F,"BONE MARROW, FEMUR","",,,,30,CG
T103241-1,T103241-1-0068,F,NOSE,"",,,,30,CG
T103241-1,T103241-1-0068,F,UTERUS,"",,,,30,CG
T103241-1,T103241-1-0068,F,LARGE INTESTINE,"",,,,30,CG
T103241-1,T103241-1-0068,F,"LARGE INTESTINE, RECTUM","",,,,30,CG
T103241-1,T103241-1-0068,F,LUNG,"",,,,30,CG
T103241-1,T103241-1-0068,F,SPLEEN,"",,,,30,CG
T103241-1,T103241-1-0068,F,TRACHEA,"",,,,30,CG
T103241-1,T103241-1-0068,F,"BONE, STERNUM","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, PITUITARY","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, ZYMBAL","",,,,30,CG
T103241-1,T103241-1-0068,F,STOMACH,"",,,,30,CG
T103241-1,T103241-1-0068,F,URINARY BLADDER,"",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, HARDERIAN","",,,,30,CG
T103241-1,T103241-1-0068,F,"BONE, FEMUR","",,,,30,CG
T103241-1,T103241-1-0068,F,"LYMPH NODE, MANDIBULAR","",,,,30,CG
T103241-1,T103241-1-0068,F,PHARYNX,"",,,,30,CG
T103241-1,T103241-1-0068,F,VAGINA,"",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, PARATHYROID","",,,,30,CG
T103241-1,T103241-1-0068,F,HEAD,"",,,,30,CG
T103241-1,T103241-1-0068,F,PEYER'S PATCH,"",,,,30,CG
T103241-1,T103241-1-0068,F,"SMALL INTESTINE, ILEUM","",,,,30,CG
T103241-1,T103241-1-0068,F,KIDNEY,"",,,,30,CG
T103241-1,T103241-1-0068,F,SPINAL CORD,"",,,,30,CG
T103241-1,T103241-1-0068,F,HEART,"",,,,30,CG
T103241-1,T103241-1-0068,F,LARYNX,"",,,,30,CG
T103241-1,T103241-1-0068,F,SKIN,"",,,,30,CG
T103241-1,T103241-1-0068,F,URETER,"",,,,30,CG
T103241-1,T103241-1-0068,F,BODY CAVITY,"",,,,30,CG
T103241-1,T103241-1-0068,F,"NERVE, SCIATIC","",,,,30,CG
T103241-1,T103241-1-0068,F,"LYMPH NODE, ILIAC","",,,,30,CG
T103241-1,T103241-1-0068,F,"MUSCLE, SKELETAL","",,,,30,CG
T103241-1,T103241-1-0068,F,TONSIL,"",,,,30,CG
T103241-1,T103241-1-0068,F,SMALL INTESTINE,"",,,,30,CG
T103241-1,T103241-1-0068,F,EYE,"",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, SALIVARY, SUBLINGUAL","",,,,30,CG
T103241-1,T103241-1-0068,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,,,30,CG
T103241-1,T103241-1-0068,F,"LARGE INTESTINE, CECUM","",,,,30,CG
T103241-1,T103241-1-0068,F,"SMALL INTESTINE, DUODENUM","",,,,30,CG
T103241-1,T103241-1-0068,F,URETHRA,"",,,,30,CG
T103241-1,T103241-1-0067,F,"ARTERY, AORTA","",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, HARDERIAN","",,,,30,CG
T103241-1,T103241-1-0067,F,SKIN,"",,,,30,CG
T103241-1,T103241-1-0067,F,HEART,"",,,,30,CG
T103241-1,T103241-1-0067,F,"LYMPH NODE, ILIAC","",,,,30,CG
T103241-1,T103241-1-0067,F,OVARY,"",,,,30,CG
T103241-1,T103241-1-0067,F,UTERUS,"",,,,30,CG
T103241-1,T103241-1-0067,F,VAGINA,"",,,,30,CG
T103241-1,T103241-1-0067,F,WHOLE ANIMAL,"",,,,30,CG
T103241-1,T103241-1-0067,F,EYELID,"",,,,30,CG
T103241-1,T103241-1-0067,F,HEAD,"",,,,30,CG
T103241-1,T103241-1-0067,F,"NERVE, SCIATIC","",,,,30,CG
T103241-1,T103241-1-0067,F,"SMALL INTESTINE, JEJUNUM","",,,,30,CG
T103241-1,T103241-1-0067,F,TRACHEA,"",,,,30,CG
T103241-1,T103241-1-0067,F,"BONE, FEMUR","",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, SALIVARY","",,,,30,CG
T103241-1,T103241-1-0067,F,"LARGE INTESTINE, RECTUM","",,,,30,CG
T103241-1,T103241-1-0067,F,STOMACH,"",,,,30,CG
T103241-1,T103241-1-0067,F,URINARY BLADDER,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, MAMMARY","",,,,30,CG
T103241-1,T103241-1-0067,F,PANCREAS,"",,,,30,CG
T103241-1,T103241-1-0067,F,"LARGE INTESTINE, COLON","",,,,30,CG
T103241-1,T103241-1-0067,F,SPLEEN,"",,,,30,CG
T103241-1,T103241-1-0067,F,"BONE MARROW, STERNUM","",,,,30,CG
T103241-1,T103241-1-0067,F,LUNG,"",,,,30,CG
T103241-1,T103241-1-0067,F,URETHRA,"",,,,30,CG
T103241-1,T103241-1-0067,F,"SMALL INTESTINE, ILEUM","",,,,30,CG
T103241-1,T103241-1-0067,F,URETER,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, ADRENAL","",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, PITUITARY","",,,,30,CG
T103241-1,T103241-1-0067,F,LARGE INTESTINE,"",,,,30,CG
T103241-1,T103241-1-0067,F,"LARGE INTESTINE, CECUM","",,,,30,CG
T103241-1,T103241-1-0067,F,LARYNX,"",,,,30,CG
T103241-1,T103241-1-0067,F,"NERVE, OPTIC","",,,,30,CG
T103241-1,T103241-1-0067,F,OVIDUCT,"",,,,30,CG
T103241-1,T103241-1-0067,F,PHARYNX,"",,,,30,CG
T103241-1,T103241-1-0067,F,ESOPHAGUS,"",,,,30,CG
T103241-1,T103241-1-0067,F,NOSE,"",,,,30,CG
T103241-1,T103241-1-0067,F,BODY CAVITY,"",,,,30,CG
T103241-1,T103241-1-0067,F,BRAIN,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, SALIVARY, SUBLINGUAL","",,,,30,CG
T103241-1,T103241-1-0067,F,"SMALL INTESTINE, DUODENUM","",,,,30,CG
T103241-1,T103241-1-0067,F,THYMUS,"",,,,30,CG
T103241-1,T103241-1-0067,F,TONGUE,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, PARATHYROID","",,,,30,CG
T103241-1,T103241-1-0067,F,LIVER,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,,,30,CG
T103241-1,T103241-1-0067,F,SMALL INTESTINE,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, THYROID","",,,,30,CG
T103241-1,T103241-1-0067,F,KIDNEY,"",,,,30,CG
T103241-1,T103241-1-0067,F,SPINAL CORD,"",,,,30,CG
T103241-1,T103241-1-0067,F,"BONE MARROW, FEMUR","",,,,30,CG
T103241-1,T103241-1-0067,F,EYE,"",,,,30,CG
T103241-1,T103241-1-0067,F,"MUSCLE, SKELETAL","",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, SALIVARY, PAROTID","",,,,30,CG
T103241-1,T103241-1-0067,F,"BONE, STERNUM","",,,,30,CG
T103241-1,T103241-1-0067,F,"LYMPH NODE, MESENTERIC","",,,,30,CG
T103241-1,T103241-1-0067,F,PEYER'S PATCH,"",,,,30,CG
T103241-1,T103241-1-0067,F,SKIN/SUBCUTIS,"",,,,30,CG
T103241-1,T103241-1-0067,F,SKIN,"",,,,30,CG
T103241-1,T103241-1-0067,F,TONSIL,"",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, ZYMBAL","",,,,30,CG
T103241-1,T103241-1-0067,F,"GLAND, LACRIMAL","",,,,30,CG
